hospital_id,survey_id,overall_rating,comments,optional_fields_omitted
Hospital #236,S04708,4,"Excellent care from Dr. Smith",1
Hospital #236,S04709,5,"Good experience overall",1
Hospital #236,S04710,4,"Good experience overall",0
Hospital #236,S04711,4,"Excellent care from Dr. Smith",1
Hospital #236,S04712,4,"Clean facilities",0
Hospital #236,S04713,4,"Quick and efficient service",0
Hospital #236,S04714,4,"Excellent care from Dr. Smith",0
Hospital #236,S04715,5,"Professional environment",0
Hospital #236,S04716,5,"Clean facilities",0
Hospital #236,S04717,2,"Unresolved complaints",2
Hospital #236,S04718,3,"Poor communication about diagnosis",2
Hospital #236,S04719,2,"Unresolved complaints",2
Hospital #236,S04720,1,"Billing issues unresolved",0
Hospital #237,S04721,5,"Nursing staff was attentive",0
Hospital #237,S04722,4,"Quick and efficient service",1
Hospital #237,S04723,4,"Excellent care from Dr. Smith",1
Hospital #237,S04724,5,"Good experience overall",1
Hospital #237,S04725,4,"Good experience overall",1
Hospital #237,S04726,5,"Professional environment",0
Hospital #237,S04727,5,"Nursing staff was attentive",1
Hospital #237,S04728,5,"Very satisfied with treatment",0
Hospital #237,S04729,4,"Clean facilities",1
Hospital #237,S04730,4,"Quick and efficient service",0
Hospital #237,S04731,4,"Clean facilities",1
Hospital #237,S04732,5,"Quick and efficient service",1
Hospital #237,S04733,4,"Very satisfied with treatment",1
Hospital #237,S04734,4,"Good experience overall",1
Hospital #237,S04735,5,"Nursing staff was attentive",0
Hospital #237,S04736,5,"Quick and efficient service",1
Hospital #237,S04737,3,"Average service at best",1
Hospital #237,S04738,3,"Discharged too early",2
Hospital #237,S04739,3,"Unresolved complaints",0
Hospital #237,S04740,3,"Average service at best",0
Hospital #238,S04741,4,"Very satisfied with treatment",1
Hospital #238,S04742,5,"Professional environment",1
Hospital #238,S04743,5,"Good experience overall",0
Hospital #238,S04744,4,"Good experience overall",0
Hospital #238,S04745,4,"Good experience overall",1
Hospital #238,S04746,5,"Professional environment",1
Hospital #238,S04747,4,"Clean facilities",1
Hospital #238,S04748,5,"Nursing staff was attentive",1
Hospital #238,S04749,5,"Very satisfied with treatment",1
Hospital #238,S04750,5,"Very satisfied with treatment",1
Hospital #238,S04751,4,"Nursing staff was attentive",0
Hospital #238,S04752,4,"Nursing staff was attentive",1
Hospital #238,S04753,5,"Good experience overall",0
Hospital #238,S04754,5,"Clean facilities",0
Hospital #238,S04755,4,"Excellent care from Dr. Smith",0
Hospital #238,S04756,5,"Clean facilities",0
Hospital #238,S04757,2,"Long wait time in ER",2
Hospital #238,S04758,3,"Average service at best",0
Hospital #238,S04759,3,"Medication explanation unclear",1
Hospital #238,S04760,3,"Medication explanation unclear",2
Hospital #239,S04761,4,"Quick and efficient service",0
Hospital #239,S04762,5,"Quick and efficient service",1
Hospital #239,S04763,4,"Would recommend to friends",1
Hospital #239,S04764,5,"Nursing staff was attentive",0
Hospital #239,S04765,5,"Clean facilities",0
Hospital #239,S04766,4,"Very satisfied with treatment",1
Hospital #239,S04767,5,"Would recommend to friends",1
Hospital #239,S04768,4,"Would recommend to friends",1
Hospital #239,S04769,4,"Clean facilities",1
Hospital #239,S04770,5,"Good experience overall",0
Hospital #239,S04771,5,"Would recommend to friends",0
Hospital #239,S04772,5,"Good experience overall",1
Hospital #239,S04773,4,"Would recommend to friends",1
Hospital #239,S04774,4,"Very satisfied with treatment",0
Hospital #239,S04775,5,"Good experience overall",1
Hospital #239,S04776,5,"Nursing staff was attentive",0
Hospital #239,S04777,3,"Long wait time in ER",2
Hospital #239,S04778,3,"Billing issues unresolved",1
Hospital #239,S04779,3,"Medication explanation unclear",2
Hospital #239,S04780,1,"Medication explanation unclear",0
Hospital #240,S04781,4,"Very satisfied with treatment",1
Hospital #240,S04782,5,"Good experience overall",0
Hospital #240,S04783,4,"Would recommend to friends",1
Hospital #240,S04784,4,"Quick and efficient service",0
Hospital #240,S04785,4,"Clean facilities",0
Hospital #240,S04786,5,"Clean facilities",1
Hospital #240,S04787,5,"Very satisfied with treatment",1
Hospital #240,S04788,5,"Good experience overall",0
Hospital #240,S04789,5,"Professional environment",1
Hospital #240,S04790,5,"Excellent care from Dr. Smith",0
Hospital #240,S04791,4,"Nursing staff was attentive",1
Hospital #240,S04792,5,"Excellent care from Dr. Smith",1
Hospital #240,S04793,5,"Clean facilities",1
Hospital #240,S04794,5,"Clean facilities",1
Hospital #240,S04795,5,"Professional environment",0
Hospital #240,S04796,4,"Clean facilities",1
Hospital #240,S04797,3,"Discharged too early",0
Hospital #240,S04798,2,"Long wait time in ER",0
Hospital #240,S04799,2,"Long wait time in ER",2
Hospital #240,S04800,2,"Average service at best",0
Hospital #241,S04801,5,"Quick and efficient service",1
Hospital #241,S04802,5,"Professional environment",1
Hospital #241,S04803,5,"Would recommend to friends",0
Hospital #241,S04804,4,"Very satisfied with treatment",1
Hospital #241,S04805,5,"Excellent care from Dr. Smith",0
Hospital #241,S04806,4,"Excellent care from Dr. Smith",0
Hospital #241,S04807,5,"Quick and efficient service",1
Hospital #241,S04808,5,"Nursing staff was attentive",1
Hospital #241,S04809,4,"Excellent care from Dr. Smith",1
Hospital #241,S04810,4,"Clean facilities",1
Hospital #241,S04811,4,"Nursing staff was attentive",1
Hospital #241,S04812,5,"Good experience overall",0
Hospital #241,S04813,4,"Professional environment",1
Hospital #241,S04814,4,"Good experience overall",0
Hospital #241,S04815,5,"Good experience overall",0
Hospital #241,S04816,4,"Very satisfied with treatment",0
Hospital #241,S04817,2,"Poor communication about diagnosis",1
Hospital #241,S04818,1,"Poor communication about diagnosis",2
Hospital #241,S04819,2,"Billing issues unresolved",2
Hospital #241,S04820,1,"Discharged too early",1
Hospital #242,S04821,5,"Clean facilities",1
Hospital #242,S04822,4,"Good experience overall",0
Hospital #242,S04823,5,"Nursing staff was attentive",1
Hospital #242,S04824,5,"Would recommend to friends",0
Hospital #242,S04825,5,"Would recommend to friends",0
Hospital #242,S04826,4,"Excellent care from Dr. Smith",1
Hospital #242,S04827,5,"Clean facilities",1
Hospital #242,S04828,4,"Would recommend to friends",0
Hospital #242,S04829,5,"Very satisfied with treatment",0
Hospital #242,S04830,5,"Clean facilities",1
Hospital #242,S04831,4,"Nursing staff was attentive",0
Hospital #242,S04832,4,"Professional environment",1
Hospital #242,S04833,4,"Nursing staff was attentive",1
Hospital #242,S04834,4,"Excellent care from Dr. Smith",1
Hospital #242,S04835,5,"Excellent care from Dr. Smith",0
Hospital #242,S04836,5,"Nursing staff was attentive",1
Hospital #242,S04837,2,"Long wait time in ER",0
Hospital #242,S04838,2,"Poor communication about diagnosis",2
Hospital #242,S04839,2,"Long wait time in ER",0
Hospital #242,S04840,3,"Average service at best",2
Hospital #243,S04841,4,"Very satisfied with treatment",0
Hospital #243,S04842,5,"Clean facilities",1
Hospital #243,S04843,4,"Quick and efficient service",0
Hospital #243,S04844,4,"Very satisfied with treatment",0
Hospital #243,S04845,5,"Professional environment",0
Hospital #243,S04846,4,"Would recommend to friends",1
Hospital #243,S04847,5,"Good experience overall",1
Hospital #243,S04848,4,"Clean facilities",0
Hospital #243,S04849,5,"Quick and efficient service",0
Hospital #243,S04850,4,"Would recommend to friends",0
Hospital #243,S04851,5,"Good experience overall",0
Hospital #243,S04852,5,"Quick and efficient service",0
Hospital #243,S04853,5,"Good experience overall",1
Hospital #243,S04854,5,"Nursing staff was attentive",0
Hospital #243,S04855,4,"Nursing staff was attentive",0
Hospital #243,S04856,5,"Quick and efficient service",1
Hospital #243,S04857,2,"Unresolved complaints",2
Hospital #243,S04858,2,"Long wait time in ER",1
Hospital #243,S04859,3,"Average service at best",1
Hospital #243,S04860,1,"Long wait time in ER",0
Hospital #244,S04861,4,"Professional environment",0
Hospital #244,S04862,5,"Would recommend to friends",0
Hospital #244,S04863,5,"Very satisfied with treatment",1
Hospital #244,S04864,5,"Good experience overall",0
Hospital #244,S04865,5,"Clean facilities",1
Hospital #244,S04866,4,"Very satisfied with treatment",0
Hospital #244,S04867,5,"Quick and efficient service",0
Hospital #244,S04868,5,"Clean facilities",0
Hospital #244,S04869,4,"Very satisfied with treatment",0
Hospital #244,S04870,5,"Very satisfied with treatment",0
Hospital #244,S04871,5,"Clean facilities",0
Hospital #244,S04872,4,"Good experience overall",1
Hospital #244,S04873,5,"Professional environment",0
Hospital #244,S04874,4,"Nursing staff was attentive",0
Hospital #244,S04875,5,"Nursing staff was attentive",1
Hospital #244,S04876,4,"Clean facilities",0
Hospital #244,S04877,2,"Discharged too early",0
Hospital #244,S04878,1,"Poor communication about diagnosis",1
Hospital #244,S04879,2,"Rude front desk staff",2
Hospital #244,S04880,3,"Billing issues unresolved",0
Hospital #245,S04881,4,"Very satisfied with treatment",1
Hospital #245,S04882,4,"Would recommend to friends",1
Hospital #245,S04883,4,"Clean facilities",1
Hospital #245,S04884,4,"Quick and efficient service",0
Hospital #245,S04885,5,"Clean facilities",1
Hospital #245,S04886,5,"Would recommend to friends",0
Hospital #245,S04887,5,"Very satisfied with treatment",1
Hospital #245,S04888,4,"Very satisfied with treatment",1
Hospital #245,S04889,5,"Professional environment",0
Hospital #245,S04890,5,"Clean facilities",1
Hospital #245,S04891,5,"Would recommend to friends",1
Hospital #245,S04892,4,"Excellent care from Dr. Smith",1
Hospital #245,S04893,4,"Nursing staff was attentive",0
Hospital #245,S04894,4,"Quick and efficient service",0
Hospital #245,S04895,4,"Professional environment",1
Hospital #245,S04896,4,"Clean facilities",0
Hospital #245,S04897,1,"Discharged too early",2
Hospital #245,S04898,3,"Discharged too early",0
Hospital #245,S04899,3,"Poor communication about diagnosis",2
Hospital #245,S04900,1,"Medication explanation unclear",0
Hospital #246,S04901,5,"Nursing staff was attentive",0
Hospital #246,S04902,5,"Professional environment",0
Hospital #246,S04903,4,"Good experience overall",0
Hospital #246,S04904,4,"Very satisfied with treatment",0
Hospital #246,S04905,5,"Would recommend to friends",0
Hospital #246,S04906,4,"Would recommend to friends",1
Hospital #246,S04907,5,"Quick and efficient service",0
Hospital #246,S04908,4,"Professional environment",1
Hospital #246,S04909,4,"Clean facilities",1
Hospital #246,S04910,4,"Clean facilities",0
Hospital #246,S04911,5,"Very satisfied with treatment",1
Hospital #246,S04912,5,"Quick and efficient service",1
Hospital #246,S04913,5,"Very satisfied with treatment",1
Hospital #246,S04914,4,"Professional environment",0
Hospital #246,S04915,5,"Nursing staff was attentive",1
Hospital #246,S04916,5,"Would recommend to friends",1
Hospital #246,S04917,2,"Billing issues unresolved",1
Hospital #246,S04918,2,"Medication explanation unclear",0
Hospital #246,S04919,1,"Poor communication about diagnosis",2
Hospital #246,S04920,1,"Discharged too early",1
Hospital #247,S04921,5,"Excellent care from Dr. Smith",1
Hospital #247,S04922,4,"Would recommend to friends",1
Hospital #247,S04923,4,"Very satisfied with treatment",0
Hospital #247,S04924,4,"Clean facilities",1
Hospital #247,S04925,4,"Good experience overall",0
Hospital #247,S04926,4,"Quick and efficient service",1
Hospital #247,S04927,5,"Very satisfied with treatment",0
Hospital #247,S04928,4,"Excellent care from Dr. Smith",1
Hospital #247,S04929,4,"Very satisfied with treatment",0
Hospital #247,S04930,4,"Nursing staff was attentive",1
Hospital #247,S04931,5,"Excellent care from Dr. Smith",1
Hospital #247,S04932,4,"Nursing staff was attentive",0
Hospital #247,S04933,4,"Would recommend to friends",1
Hospital #247,S04934,4,"Would recommend to friends",0
Hospital #247,S04935,5,"Quick and efficient service",0
Hospital #247,S04936,4,"Quick and efficient service",0
Hospital #247,S04937,3,"Rude front desk staff",1
Hospital #247,S04938,1,"Rude front desk staff",1
Hospital #247,S04939,1,"Average service at best",2
Hospital #247,S04940,1,"Long wait time in ER",1
Hospital #248,S04941,5,"Would recommend to friends",1
Hospital #248,S04942,5,"Excellent care from Dr. Smith",0
Hospital #248,S04943,5,"Good experience overall",1
Hospital #248,S04944,4,"Very satisfied with treatment",0
Hospital #248,S04945,5,"Good experience overall",0
Hospital #248,S04946,4,"Very satisfied with treatment",0
Hospital #248,S04947,4,"Very satisfied with treatment",1
Hospital #248,S04948,5,"Clean facilities",0
Hospital #248,S04949,4,"Would recommend to friends",0
Hospital #248,S04950,4,"Excellent care from Dr. Smith",0
Hospital #248,S04951,5,"Quick and efficient service",1
Hospital #248,S04952,4,"Nursing staff was attentive",0
Hospital #248,S04953,4,"Very satisfied with treatment",0
Hospital #248,S04954,4,"Professional environment",0
Hospital #248,S04955,4,"Nursing staff was attentive",1
Hospital #248,S04956,5,"Nursing staff was attentive",0
Hospital #248,S04957,3,"Medication explanation unclear",1
Hospital #248,S04958,2,"Rude front desk staff",2
Hospital #248,S04959,3,"Long wait time in ER",1
Hospital #248,S04960,1,"Rude front desk staff",1
Hospital #249,S04961,4,"Nursing staff was attentive",1
Hospital #249,S04962,4,"Quick and efficient service",0
Hospital #249,S04963,4,"Very satisfied with treatment",0
Hospital #249,S04964,5,"Nursing staff was attentive",0
Hospital #249,S04965,4,"Quick and efficient service",1
Hospital #249,S04966,5,"Clean facilities",0
Hospital #249,S04967,5,"Nursing staff was attentive",1
Hospital #249,S04968,4,"Excellent care from Dr. Smith",0
Hospital #249,S04969,4,"Quick and efficient service",0
Hospital #249,S04970,5,"Excellent care from Dr. Smith",1
Hospital #249,S04971,4,"Nursing staff was attentive",0
Hospital #249,S04972,5,"Professional environment",0
Hospital #249,S04973,5,"Excellent care from Dr. Smith",1
Hospital #249,S04974,4,"Clean facilities",0
Hospital #249,S04975,4,"Would recommend to friends",0
Hospital #249,S04976,5,"Very satisfied with treatment",1
Hospital #249,S04977,1,"Poor communication about diagnosis",0
Hospital #249,S04978,3,"Billing issues unresolved",0
Hospital #249,S04979,1,"Billing issues unresolved",2
Hospital #249,S04980,2,"Unresolved complaints",0
Hospital #250,S04981,4,"Excellent care from Dr. Smith",0
Hospital #250,S04982,5,"Professional environment",0
Hospital #250,S04983,4,"Clean facilities",0
Hospital #250,S04984,5,"Professional environment",1
Hospital #250,S04985,5,"Excellent care from Dr. Smith",1
Hospital #250,S04986,5,"Excellent care from Dr. Smith",1
Hospital #250,S04987,4,"Excellent care from Dr. Smith",0
Hospital #250,S04988,4,"Quick and efficient service",0
Hospital #250,S04989,4,"Excellent care from Dr. Smith",1
Hospital #250,S04990,4,"Clean facilities",0
Hospital #250,S04991,4,"Excellent care from Dr. Smith",1
Hospital #250,S04992,5,"Professional environment",0
Hospital #250,S04993,4,"Quick and efficient service",1
Hospital #250,S04994,4,"Clean facilities",1
Hospital #250,S04995,4,"Nursing staff was attentive",1
Hospital #250,S04996,5,"Very satisfied with treatment",1
Hospital #250,S04997,2,"Medication explanation unclear",2
Hospital #250,S04998,2,"Long wait time in ER",2
Hospital #250,S04999,3,"Rude front desk staff",2
Hospital #250,S05000,2,"Long wait time in ER",1
Hospital #251,S05001,4,"Nursing staff was attentive",1
Hospital #251,S05002,5,"Very satisfied with treatment",0
Hospital #251,S05003,5,"Very satisfied with treatment",0
Hospital #251,S05004,5,"Would recommend to friends",1
Hospital #251,S05005,5,"Quick and efficient service",0
Hospital #251,S05006,4,"Would recommend to friends",1
Hospital #251,S05007,4,"Good experience overall",0
Hospital #251,S05008,4,"Quick and efficient service",0
Hospital #251,S05009,4,"Professional environment",1
Hospital #251,S05010,4,"Very satisfied with treatment",1
Hospital #251,S05011,5,"Nursing staff was attentive",0
Hospital #251,S05012,4,"Quick and efficient service",1
Hospital #251,S05013,5,"Professional environment",0
Hospital #251,S05014,4,"Would recommend to friends",1
Hospital #251,S05015,5,"Very satisfied with treatment",1
Hospital #251,S05016,4,"Professional environment",0
Hospital #251,S05017,3,"Long wait time in ER",1
Hospital #251,S05018,1,"Discharged too early",1
Hospital #251,S05019,2,"Medication explanation unclear",0
Hospital #251,S05020,2,"Average service at best",1
Hospital #252,S05021,4,"Would recommend to friends",1
Hospital #252,S05022,5,"Good experience overall",1
Hospital #252,S05023,4,"Quick and efficient service",1
Hospital #252,S05024,4,"Excellent care from Dr. Smith",0
Hospital #252,S05025,4,"Quick and efficient service",1
Hospital #252,S05026,5,"Very satisfied with treatment",1
Hospital #252,S05027,4,"Good experience overall",1
Hospital #252,S05028,5,"Very satisfied with treatment",0
Hospital #252,S05029,4,"Professional environment",1
Hospital #252,S05030,4,"Good experience overall",1
Hospital #252,S05031,5,"Clean facilities",1
Hospital #252,S05032,5,"Very satisfied with treatment",1
Hospital #252,S05033,5,"Would recommend to friends",1
Hospital #252,S05034,5,"Good experience overall",1
Hospital #252,S05035,4,"Nursing staff was attentive",1
Hospital #252,S05036,5,"Very satisfied with treatment",1
Hospital #252,S05037,2,"Discharged too early",0
Hospital #252,S05038,1,"Long wait time in ER",0
Hospital #252,S05039,1,"Poor communication about diagnosis",0
Hospital #252,S05040,1,"Discharged too early",0
Hospital #253,S05041,5,"Very satisfied with treatment",1
Hospital #253,S05042,4,"Very satisfied with treatment",0
Hospital #253,S05043,4,"Excellent care from Dr. Smith",1
Hospital #253,S05044,5,"Would recommend to friends",0
Hospital #253,S05045,4,"Would recommend to friends",1
Hospital #253,S05046,5,"Clean facilities",1
Hospital #253,S05047,5,"Excellent care from Dr. Smith",0
Hospital #253,S05048,5,"Excellent care from Dr. Smith",0
Hospital #253,S05049,5,"Very satisfied with treatment",1
Hospital #253,S05050,4,"Very satisfied with treatment",0
Hospital #253,S05051,4,"Excellent care from Dr. Smith",0
Hospital #253,S05052,4,"Nursing staff was attentive",1
Hospital #253,S05053,4,"Nursing staff was attentive",1
Hospital #253,S05054,5,"Excellent care from Dr. Smith",0
Hospital #253,S05055,4,"Very satisfied with treatment",0
Hospital #253,S05056,5,"Excellent care from Dr. Smith",1
Hospital #253,S05057,2,"Unresolved complaints",2
Hospital #253,S05058,3,"Discharged too early",2
Hospital #253,S05059,1,"Discharged too early",0
Hospital #253,S05060,3,"Rude front desk staff",1
Hospital #254,S05061,4,"Professional environment",1
Hospital #254,S05062,4,"Professional environment",0
Hospital #254,S05063,4,"Quick and efficient service",1
Hospital #254,S05064,4,"Quick and efficient service",1
Hospital #254,S05065,4,"Quick and efficient service",1
Hospital #254,S05066,5,"Clean facilities",0
Hospital #254,S05067,5,"Quick and efficient service",1
Hospital #254,S05068,4,"Professional environment",0
Hospital #254,S05069,4,"Excellent care from Dr. Smith",1
Hospital #254,S05070,5,"Quick and efficient service",0
Hospital #254,S05071,4,"Quick and efficient service",0
Hospital #254,S05072,5,"Nursing staff was attentive",1
Hospital #254,S05073,5,"Would recommend to friends",1
Hospital #254,S05074,4,"Would recommend to friends",1
Hospital #254,S05075,5,"Good experience overall",1
Hospital #254,S05076,5,"Quick and efficient service",0
Hospital #254,S05077,3,"Discharged too early",0
Hospital #254,S05078,2,"Unresolved complaints",2
Hospital #254,S05079,3,"Poor communication about diagnosis",0
Hospital #254,S05080,3,"Medication explanation unclear",2
Hospital #255,S05081,4,"Would recommend to friends",1
Hospital #255,S05082,4,"Very satisfied with treatment",0
Hospital #255,S05083,5,"Quick and efficient service",1
Hospital #255,S05084,5,"Excellent care from Dr. Smith",1
Hospital #255,S05085,5,"Quick and efficient service",1
Hospital #255,S05086,4,"Clean facilities",1
Hospital #255,S05087,5,"Very satisfied with treatment",0
Hospital #255,S05088,5,"Quick and efficient service",1
Hospital #255,S05089,5,"Quick and efficient service",0
Hospital #255,S05090,5,"Would recommend to friends",1
Hospital #255,S05091,5,"Would recommend to friends",1
Hospital #255,S05092,5,"Professional environment",1
Hospital #255,S05093,5,"Would recommend to friends",1
Hospital #255,S05094,5,"Clean facilities",1
Hospital #255,S05095,4,"Good experience overall",1
Hospital #255,S05096,4,"Nursing staff was attentive",0
Hospital #255,S05097,3,"Average service at best",2
Hospital #255,S05098,3,"Medication explanation unclear",2
Hospital #255,S05099,3,"Discharged too early",2
Hospital #255,S05100,1,"Poor communication about diagnosis",0
Hospital #256,S05101,5,"Professional environment",0
Hospital #256,S05102,4,"Nursing staff was attentive",1
Hospital #256,S05103,4,"Good experience overall",1
Hospital #256,S05104,4,"Quick and efficient service",0
Hospital #256,S05105,5,"Nursing staff was attentive",0
Hospital #256,S05106,5,"Clean facilities",1
Hospital #256,S05107,4,"Nursing staff was attentive",1
Hospital #256,S05108,5,"Nursing staff was attentive",0
Hospital #256,S05109,5,"Very satisfied with treatment",1
Hospital #256,S05110,4,"Very satisfied with treatment",0
Hospital #256,S05111,5,"Good experience overall",1
Hospital #256,S05112,5,"Clean facilities",0
Hospital #256,S05113,4,"Professional environment",1
Hospital #256,S05114,5,"Professional environment",1
Hospital #256,S05115,5,"Would recommend to friends",1
Hospital #256,S05116,4,"Nursing staff was attentive",0
Hospital #256,S05117,3,"Rude front desk staff",2
Hospital #256,S05118,2,"Discharged too early",0
Hospital #256,S05119,3,"Average service at best",1
Hospital #256,S05120,3,"Poor communication about diagnosis",2
Hospital #257,S05121,5,"Professional environment",0
Hospital #257,S05122,5,"Nursing staff was attentive",1
Hospital #257,S05123,4,"Professional environment",0
Hospital #257,S05124,5,"Would recommend to friends",0
Hospital #257,S05125,4,"Clean facilities",1
Hospital #257,S05126,4,"Would recommend to friends",0
Hospital #257,S05127,4,"Clean facilities",1
Hospital #257,S05128,4,"Excellent care from Dr. Smith",0
Hospital #257,S05129,5,"Professional environment",0
Hospital #257,S05130,4,"Clean facilities",0
Hospital #257,S05131,4,"Nursing staff was attentive",0
Hospital #257,S05132,4,"Excellent care from Dr. Smith",1
Hospital #257,S05133,5,"Good experience overall",1
Hospital #257,S05134,4,"Would recommend to friends",0
Hospital #257,S05135,4,"Professional environment",1
Hospital #257,S05136,4,"Professional environment",0
Hospital #257,S05137,3,"Billing issues unresolved",0
Hospital #257,S05138,2,"Medication explanation unclear",0
Hospital #257,S05139,3,"Discharged too early",2
Hospital #257,S05140,1,"Rude front desk staff",1
Hospital #258,S05141,5,"Would recommend to friends",1
Hospital #258,S05142,5,"Quick and efficient service",1
Hospital #258,S05143,5,"Professional environment",0
Hospital #258,S05144,4,"Quick and efficient service",1
Hospital #258,S05145,4,"Nursing staff was attentive",1
Hospital #258,S05146,4,"Professional environment",0
Hospital #258,S05147,5,"Nursing staff was attentive",1
Hospital #258,S05148,5,"Excellent care from Dr. Smith",1
Hospital #258,S05149,5,"Quick and efficient service",1
Hospital #258,S05150,5,"Excellent care from Dr. Smith",1
Hospital #258,S05151,4,"Clean facilities",0
Hospital #258,S05152,5,"Nursing staff was attentive",0
Hospital #258,S05153,5,"Excellent care from Dr. Smith",1
Hospital #258,S05154,4,"Good experience overall",1
Hospital #258,S05155,5,"Nursing staff was attentive",0
Hospital #258,S05156,4,"Nursing staff was attentive",0
Hospital #258,S05157,3,"Average service at best",1
Hospital #258,S05158,3,"Discharged too early",1
Hospital #258,S05159,1,"Long wait time in ER",1
Hospital #258,S05160,1,"Rude front desk staff",1
Hospital #259,S05161,5,"Clean facilities",0
Hospital #259,S05162,5,"Clean facilities",1
Hospital #259,S05163,4,"Nursing staff was attentive",1
Hospital #259,S05164,4,"Nursing staff was attentive",1
Hospital #259,S05165,4,"Good experience overall",0
Hospital #259,S05166,4,"Would recommend to friends",1
Hospital #259,S05167,5,"Would recommend to friends",1
Hospital #259,S05168,4,"Nursing staff was attentive",0
Hospital #259,S05169,5,"Would recommend to friends",0
Hospital #259,S05170,4,"Quick and efficient service",1
Hospital #259,S05171,5,"Would recommend to friends",0
Hospital #259,S05172,5,"Would recommend to friends",1
Hospital #259,S05173,4,"Professional environment",0
Hospital #259,S05174,4,"Quick and efficient service",1
Hospital #259,S05175,5,"Excellent care from Dr. Smith",1
Hospital #259,S05176,4,"Nursing staff was attentive",1
Hospital #259,S05177,3,"Long wait time in ER",1
Hospital #259,S05178,1,"Long wait time in ER",2
Hospital #259,S05179,2,"Unresolved complaints",1
Hospital #259,S05180,2,"Average service at best",1
Hospital #260,S05181,4,"Would recommend to friends",0
Hospital #260,S05182,5,"Nursing staff was attentive",1
Hospital #260,S05183,5,"Professional environment",0
Hospital #260,S05184,5,"Professional environment",0
Hospital #260,S05185,5,"Would recommend to friends",0
Hospital #260,S05186,5,"Would recommend to friends",1
Hospital #260,S05187,4,"Very satisfied with treatment",0
Hospital #260,S05188,5,"Would recommend to friends",0
Hospital #260,S05189,4,"Excellent care from Dr. Smith",1
Hospital #260,S05190,5,"Clean facilities",1
Hospital #260,S05191,4,"Quick and efficient service",1
Hospital #260,S05192,4,"Clean facilities",1
Hospital #260,S05193,4,"Good experience overall",1
Hospital #260,S05194,4,"Good experience overall",1
Hospital #260,S05195,5,"Professional environment",0
Hospital #260,S05196,4,"Nursing staff was attentive",1
Hospital #260,S05197,2,"Unresolved complaints",0
Hospital #260,S05198,2,"Discharged too early",2
Hospital #260,S05199,2,"Average service at best",2
Hospital #260,S05200,2,"Average service at best",1
Hospital #261,S05201,4,"Very satisfied with treatment",0
Hospital #261,S05202,5,"Would recommend to friends",0
Hospital #261,S05203,5,"Would recommend to friends",0
Hospital #261,S05204,4,"Good experience overall",0
Hospital #261,S05205,4,"Excellent care from Dr. Smith",0
Hospital #261,S05206,4,"Nursing staff was attentive",1
Hospital #261,S05207,4,"Professional environment",0
Hospital #261,S05208,4,"Very satisfied with treatment",1
Hospital #261,S05209,4,"Professional environment",1
Hospital #261,S05210,4,"Good experience overall",1
Hospital #261,S05211,5,"Nursing staff was attentive",1
Hospital #261,S05212,4,"Good experience overall",1
Hospital #261,S05213,4,"Quick and efficient service",0
Hospital #261,S05214,5,"Nursing staff was attentive",0
Hospital #261,S05215,5,"Nursing staff was attentive",0
Hospital #261,S05216,5,"Professional environment",1
Hospital #261,S05217,2,"Long wait time in ER",2
Hospital #261,S05218,3,"Rude front desk staff",0
Hospital #261,S05219,3,"Average service at best",2
Hospital #261,S05220,2,"Billing issues unresolved",2
Hospital #262,S05221,4,"Good experience overall",0
Hospital #262,S05222,4,"Clean facilities",1
Hospital #262,S05223,5,"Professional environment",1
Hospital #262,S05224,5,"Nursing staff was attentive",0
Hospital #262,S05225,4,"Very satisfied with treatment",0
Hospital #262,S05226,5,"Very satisfied with treatment",0
Hospital #262,S05227,5,"Professional environment",0
Hospital #262,S05228,4,"Would recommend to friends",1
Hospital #262,S05229,4,"Nursing staff was attentive",1
Hospital #262,S05230,4,"Quick and efficient service",0
Hospital #262,S05231,4,"Good experience overall",0
Hospital #262,S05232,5,"Very satisfied with treatment",1
Hospital #262,S05233,4,"Excellent care from Dr. Smith",1
Hospital #262,S05234,5,"Excellent care from Dr. Smith",0
Hospital #262,S05235,5,"Nursing staff was attentive",0
Hospital #262,S05236,4,"Good experience overall",1
Hospital #262,S05237,3,"Unresolved complaints",1
Hospital #262,S05238,1,"Billing issues unresolved",1
Hospital #262,S05239,3,"Unresolved complaints",2
Hospital #262,S05240,3,"Long wait time in ER",2
Hospital #263,S05241,5,"Good experience overall",1
Hospital #263,S05242,4,"Quick and efficient service",0
Hospital #263,S05243,4,"Very satisfied with treatment",0
Hospital #263,S05244,5,"Good experience overall",0
Hospital #263,S05245,4,"Good experience overall",1
Hospital #263,S05246,5,"Clean facilities",1
Hospital #263,S05247,4,"Very satisfied with treatment",1
Hospital #263,S05248,5,"Nursing staff was attentive",0
Hospital #263,S05249,4,"Very satisfied with treatment",1
Hospital #263,S05250,4,"Good experience overall",1
Hospital #263,S05251,5,"Excellent care from Dr. Smith",0
Hospital #263,S05252,5,"Nursing staff was attentive",1
Hospital #263,S05253,4,"Clean facilities",0
Hospital #263,S05254,4,"Clean facilities",0
Hospital #263,S05255,5,"Would recommend to friends",1
Hospital #263,S05256,4,"Very satisfied with treatment",0
Hospital #263,S05257,1,"Unresolved complaints",1
Hospital #263,S05258,3,"Unresolved complaints",2
Hospital #263,S05259,1,"Long wait time in ER",0
Hospital #263,S05260,3,"Billing issues unresolved",1
Hospital #264,S05261,5,"Good experience overall",1
